# mesh name: latDmax2D
# primitive scorer name: latDmaxDose
# iX, iY, iZ, total(value) [Gy], total(val^2), entry
0,0,0,2.724212460453757e-06,2.323943508276715e-14,563
1,0,0,2.780237007544678e-06,2.515515767782251e-14,586
2,0,0,2.617159188720376e-06,2.207165740379814e-14,589
3,0,0,3.194219385733323e-06,2.711286933155557e-14,639
4,0,0,3.264502819258299e-06,2.592847892043184e-14,707
5,0,0,3.798030686828066e-06,3.122794995418218e-14,799
6,0,0,4.667494547736785e-06,4.072692381222201e-14,924
7,0,0,4.941471118599596e-06,4.14128531767101e-14,1012
8,0,0,6.194081880490859e-06,5.320895643269877e-14,1195
9,0,0,7.320962347354468e-06,6.359897972366051e-14,1441
10,0,0,9.159655014631025e-06,7.530984892469986e-14,1764
11,0,0,1.098429668715468e-05,8.983754856494566e-14,2156
12,0,0,1.371643640961438e-05,1.162519585370583e-13,2625
13,0,0,1.755443539816054e-05,1.470502266037207e-13,3292
14,0,0,2.181524871822064e-05,1.825859429534343e-13,4115
15,0,0,2.701357563437891e-05,2.221569496488909e-13,5136
16,0,0,3.381953852702374e-05,2.805929863190612e-13,6441
17,0,0,4.160468355480187e-05,3.403829062485423e-13,8023
18,0,0,5.271984345196675e-05,4.236002983874238e-13,10241
19,0,0,6.817527670638845e-05,5.415380373338798e-13,13419
20,0,0,8.892314994827851e-05,6.924641999575377e-13,17793
21,0,0,0.000122739535390071,9.400213874672291e-13,24676
22,0,0,0.0001757210267781382,1.317915575374657e-12,35817
23,0,0,0.0002570044123688563,1.86638731192227e-12,52450
24,0,0,0.0003629390575292414,2.604669203042655e-12,73219
25,0,0,0.0004577571876817968,3.246428508579134e-12,91917
26,0,0,0.0005188616605150923,3.668575408768685e-12,104276
27,0,0,0.0005555948976588678,3.970423272584701e-12,110950
28,0,0,0.0005711721297842341,4.076639567927279e-12,114818
29,0,0,0.0005797518378700224,4.115801907114114e-12,116729
30,0,0,0.0005839511303060019,4.162411161941131e-12,117706
31,0,0,0.0005861554999094507,4.173473551261746e-12,118215
32,0,0,0.0005924917932132537,4.242414875816239e-12,118921
33,0,0,0.0005973297856458355,4.286585348088138e-12,119712
34,0,0,0.0005931780429098063,4.242637731321043e-12,119157
35,0,0,0.0005915051702439853,4.234365582883583e-12,118733
36,0,0,0.0005913418447445099,4.227213159711014e-12,118963
37,0,0,0.0005928580968027635,4.256221653001e-12,119053
38,0,0,0.0005910580928501243,4.231870328368002e-12,118703
39,0,0,0.00059326739956966,4.259865659233173e-12,118768
40,0,0,0.0005883291161977998,4.221860023027907e-12,117987
41,0,0,0.000589403318983513,4.220705752639286e-12,118316
42,0,0,0.0005898803076716355,4.224596977751852e-12,118299
43,0,0,0.0005923772829518784,4.247811442274946e-12,118530
44,0,0,0.0005904125238161133,2.752726090622502e-11,117569
45,0,0,0.0005843786704803335,4.166812756382739e-12,117800
46,0,0,0.0005865256319192128,4.198572303786718e-12,117630
47,0,0,0.0005850803866100181,4.193222172075178e-12,117453
48,0,0,0.0005816218172978615,4.139176850807728e-12,117103
49,0,0,0.0005817320500953766,4.151667232658798e-12,116753
50,0,0,0.0005847541806505987,4.179178099208127e-12,117292
