# mesh name: latDmax2D
# primitive scorer name: latDmaxDose
# iX, iY, iZ, total(value) [Gy], total(val^2), entry
68,0,0,0.0008934440005960926,6.513984910061134e-12,178333
69,0,0,0.0008899871504407273,6.484081769008866e-12,177745
70,0,0,0.0008894730162941521,6.507307970938608e-12,177343
71,0,0,0.0008933354751637418,6.529789474352457e-12,178014
72,0,0,0.0008871758025223672,6.465841567998956e-12,177152
73,0,0,0.0008821552027323311,6.463584597571714e-12,176194
74,0,0,0.0008831657973360713,6.431236750075949e-12,176305
75,0,0,0.0008845638372796973,6.441504073277782e-12,176653
76,0,0,0.0008851873890129537,6.495626583273052e-12,176364
77,0,0,0.0008878854192231198,6.501687544635948e-12,176704
78,0,0,0.0008942071506881428,6.542464134726856e-12,178240
79,0,0,0.0008884644294372234,6.465710614350212e-12,177664
80,0,0,0.0008907560906181823,6.516331248283028e-12,177424
81,0,0,0.0008867795944765422,6.464448777753334e-12,177279
82,0,0,0.0008903958076625864,6.493592301979243e-12,177723
83,0,0,0.00088961089745463,6.477389178267731e-12,177675
84,0,0,0.0008903541813551419,6.487216361177023e-12,178038
85,0,0,0.0008937439313372509,6.549765239492213e-12,177905
86,0,0,0.0008895023491156946,6.496180733636039e-12,177665
87,0,0,0.0008924299378383254,6.501544851699656e-12,178354
88,0,0,0.0008924220112846194,6.503261302720065e-12,178226
89,0,0,0.0008906285302955699,6.474338637732191e-12,178083
90,0,0,0.0008906574546551485,6.468256707483854e-12,178320
91,0,0,0.0008898152877011407,6.463845660906483e-12,177831
92,0,0,0.0008861471578422533,6.443879146267289e-12,177225
93,0,0,0.0008809253713118581,6.363658452302906e-12,176830
94,0,0,0.0008706826268363596,6.277823234066981e-12,174463
95,0,0,0.0008528492338945415,6.16316587027475e-12,171137
96,0,0,0.0008258846522024658,5.924621400599055e-12,165609
97,0,0,0.0007883235910772778,5.664145016235226e-12,157566
98,0,0,0.0007169906754358387,5.141900938163023e-12,143206
99,0,0,0.0006084234047570465,4.390575725685212e-12,121983
100,0,0,0.0004825783060681648,3.492894903177712e-12,97378
101,0,0,0.0003576386121093829,2.623722088332181e-12,72433
102,0,0,0.0002554757481306811,1.928786296408288e-12,51862
103,0,0,0.0001824079453037765,1.39072985109796e-12,36717
104,0,0,0.00013051688452363,1.016539209945555e-12,26088
105,0,0,9.743558324902569e-05,7.651181002825584e-13,19079
106,0,0,7.515107263829589e-05,5.975602889282429e-13,14606
107,0,0,5.768120926826514e-05,4.648684796030762e-13,11122
108,0,0,4.503038419344128e-05,3.686739306973398e-13,8517
109,0,0,3.503193627360142e-05,2.899550196081585e-13,6589
110,0,0,2.786743572491952e-05,2.359339993684683e-13,5169
111,0,0,2.179264547151368e-05,1.836250414517169e-13,4048
112,0,0,1.683449464781407e-05,1.429952257579192e-13,3175
113,0,0,1.348810956636642e-05,1.163719980166782e-13,2449
114,0,0,9.928421163403241e-06,8.130553226617133e-14,1894
115,0,0,7.855793449703498e-06,6.709011452145703e-14,1512
116,0,0,5.965563637641617e-06,4.904855123716023e-14,1169
117,0,0,4.800094009784883e-06,4.025061397442426e-14,948
118,0,0,3.878090768925771e-06,3.377659418610939e-14,787
119,0,0,3.059304429746658e-06,2.411020929583481e-14,675
120,0,0,2.638577079992853e-06,2.343891873243659e-14,539
121,0,0,2.051680609591203e-06,1.803920109650875e-14,477
122,0,0,1.74053440863643e-06,1.547561726411809e-14,405
123,0,0,1.419284003494754e-06,1.088124038031038e-14,343
124,0,0,1.236334930829174e-06,9.418997558471688e-15,331
125,0,0,1.269824009656174e-06,1.069930798096196e-14,319
126,0,0,1.258674691867389e-06,1.031825544257457e-14,322
127,0,0,1.166248379293813e-06,9.464749294932799e-15,310
128,0,0,1.183205662235066e-06,9.449153511868109e-15,296
129,0,0,1.141801289320095e-06,8.855993720552873e-15,297
130,0,0,1.129177898518679e-06,8.950801276729626e-15,320
131,0,0,1.077750675440277e-06,8.674986660767293e-15,282
132,0,0,1.04150517766632e-06,7.98150203269652e-15,266
133,0,0,9.40764016227674e-07,6.85704951843179e-15,278
134,0,0,9.262791070065485e-07,6.449381853724358e-15,248
135,0,0,1.104730600302475e-06,8.936584822237073e-15,273
136,0,0,9.351112644220108e-07,7.374838033084515e-15,245
137,0,0,1.091894125392524e-06,8.955494756197461e-15,274
138,0,0,9.996306371742342e-07,7.248981822828511e-15,279
139,0,0,9.253760933666752e-07,7.908223115204468e-15,223
140,0,0,1.028602046073338e-06,8.776068933650273e-15,263
141,0,0,9.96147881187815e-07,9.169142379311623e-15,246
142,0,0,9.618305344083743e-07,7.335298518997482e-15,264
143,0,0,9.761407774882443e-07,8.909078148414257e-15,221
144,0,0,9.634140437120309e-07,8.075778532960926e-15,229
145,0,0,9.748144970340629e-07,8.55062632527862e-15,246
146,0,0,9.530927368645729e-07,6.911533403690821e-15,240
147,0,0,1.097366248581049e-06,9.249384353785977e-15,249
148,0,0,9.577179308541817e-07,7.475651627570527e-15,244
149,0,0,9.711203889090592e-07,8.004594566073353e-15,239
