# mesh name: latR50_2D
# primitive scorer name: latR50Dose
# iX, iY, iZ, total(value) [Gy], total(val^2), entry
49,0,0,0.0003847173037133086,2.963111854105641e-12,75072
50,0,0,0.0004408789137688997,3.391498746734512e-12,85884
51,0,0,0.0004935949562208208,3.815846589528946e-12,95794
52,0,0,0.0005385036258132031,4.109151203441221e-12,105069
53,0,0,0.0005858753465225997,4.493094901366099e-12,113858
54,0,0,0.0006255774123812094,4.809275043572228e-12,121277
55,0,0,0.0006553303763215104,5.074431038543669e-12,126594
56,0,0,0.0006751573152199572,5.20666755164035e-12,130946
57,0,0,0.0006957032052254998,5.339319479684756e-12,135123
58,0,0,0.0007118866873598455,5.520721474309308e-12,138045
59,0,0,0.0007272987051005929,5.6665399802046e-12,140477
60,0,0,0.0007354655420919269,5.746239331844255e-12,141920
61,0,0,0.0007406367918221208,5.741876841268028e-12,143243
62,0,0,0.0007464251983174367,5.826964937206385e-12,144078
63,0,0,0.0007504812133326983,5.877080715198329e-12,144643
64,0,0,0.0007551510899921804,5.899253626603998e-12,145623
65,0,0,0.0007528236601364477,5.86462016559141e-12,145339
66,0,0,0.0007593364510905858,5.95862004773324e-12,146134
67,0,0,0.0007600610531492619,5.961553452519774e-12,146133
68,0,0,0.0007576919128937586,5.911894326976084e-12,146159
69,0,0,0.0007555211990535325,5.887818106707153e-12,145820
70,0,0,0.0007569266791986337,5.901503692506558e-12,145842
71,0,0,0.0007642278628108276,5.971449476340234e-12,146951
72,0,0,0.0007581323704678342,5.941588127649285e-12,146073
73,0,0,0.0007565157427628734,5.914051323211213e-12,145839
74,0,0,0.0007574715543372041,5.941583111438409e-12,145977
75,0,0,0.0007603280998774395,5.995669548328634e-12,145848
76,0,0,0.0007556800533438915,5.917805674236207e-12,145484
77,0,0,0.0007566932064749459,5.930910250634423e-12,145798
78,0,0,0.000756920002024318,5.931385986223483e-12,145547
79,0,0,0.0007609266152042331,5.975089711925718e-12,146533
80,0,0,0.0007611882524201566,5.98824089448339e-12,146350
81,0,0,0.0007583173009074041,5.971626940608613e-12,145774
82,0,0,0.0007577492636497452,5.927834972313681e-12,146087
83,0,0,0.0007583697648500064,5.929185926023849e-12,146323
84,0,0,0.0007555728235666711,5.902002223704566e-12,145754
85,0,0,0.0007503282158083758,5.8394569479124e-12,145085
86,0,0,0.0007487018242343977,5.855665800328582e-12,144502
87,0,0,0.0007456769676437068,5.861960864682632e-12,143548
88,0,0,0.0007414837755627238,5.789238021865102e-12,143038
89,0,0,0.0007343894065342711,5.72582922802076e-12,141724
90,0,0,0.0007237013813192975,5.62651002415735e-12,139899
91,0,0,0.0007125772512677105,5.547849973020747e-12,137727
92,0,0,0.0006994413508202734,5.442948232197245e-12,135159
93,0,0,0.0006776855708263876,5.223244581143579e-12,131284
94,0,0,0.0006509538458590688,5.006267258913783e-12,126591
95,0,0,0.0006226518086966727,4.787785953662022e-12,120698
96,0,0,0.000588270732640822,4.523544631239435e-12,113998
97,0,0,0.0005463445505170556,4.218912702427558e-12,105888
98,0,0,0.0004999278738812448,3.855145781629405e-12,96810
99,0,0,0.0004440870012078434,3.428469897694014e-12,85887
100,0,0,0.000385142913964033,2.970584852977311e-12,75268
101,0,0,0.0003299605593933824,2.565073078929817e-12,64405
102,0,0,0.0002730216187806776,2.109756046164472e-12,53452
103,0,0,0.0002238232110396435,1.757364622471596e-12,43823
104,0,0,0.000182700222946427,1.449341475842489e-12,35576
105,0,0,0.0001481047753524827,1.189871125343632e-12,28551
106,0,0,0.00011750371967756,9.420999565097999e-13,22638
107,0,0,9.277875007286386e-05,7.533976318834776e-13,17665
108,0,0,7.273577698549763e-05,5.902968628344883e-13,13866
109,0,0,5.638705462203585e-05,4.602278280840065e-13,10710
110,0,0,4.358970820150175e-05,3.60366354296771e-13,8209
111,0,0,3.35171019279061e-05,2.842704714205798e-13,6244
112,0,0,2.547739141952061e-05,2.179864745810082e-13,4731
113,0,0,1.893243859918537e-05,1.552560672987009e-13,3654
114,0,0,1.46792091999876e-05,1.22529585171008e-13,2751
115,0,0,1.095387166106957e-05,9.227296558279562e-14,2063
116,0,0,7.960236173386442e-06,6.672671970045278e-14,1552
117,0,0,5.725906173533578e-06,5.027820841464757e-14,1133
118,0,0,4.162667615701843e-06,3.466411175797896e-14,847
119,0,0,2.959732637599006e-06,2.463912198117738e-14,663
120,0,0,2.110764070335907e-06,1.712624879138583e-14,488
121,0,0,1.655947124715667e-06,1.359777363635188e-14,419
