# mesh name: latR50_2D
# primitive scorer name: latR50Dose
# iX, iY, iZ, total(value) [Gy], total(val^2), entry
0,0,0,7.103647488510438e-07,5.358677557842349e-15,240
1,0,0,6.551644454944223e-07,4.630369622187939e-15,230
2,0,0,6.897761656990909e-07,5.070551503715483e-15,256
3,0,0,7.344980055529097e-07,4.974877960455151e-15,285
4,0,0,7.691127074380975e-07,5.023322167565411e-15,289
5,0,0,7.654970322942625e-07,6.129440949064261e-15,271
6,0,0,8.71191264347314e-07,6.192408759775055e-15,299
7,0,0,7.981789225507106e-07,4.893019782676114e-15,312
8,0,0,8.501299905488106e-07,6.451375942030146e-15,277
9,0,0,9.103790901149232e-07,7.605168296877181e-15,310
10,0,0,9.803404198127698e-07,7.435323603446933e-15,330
11,0,0,1.119099011755549e-06,7.969322653181309e-15,397
12,0,0,1.056879318729082e-06,8.413173734460717e-15,373
13,0,0,1.071524531432885e-06,8.198219747901151e-15,363
14,0,0,1.438925514950844e-06,1.169430508297208e-14,419
15,0,0,1.341965708306804e-06,1.072679769506514e-14,432
16,0,0,1.373326578889825e-06,1.077303028626343e-14,433
17,0,0,1.83518615645273e-06,1.562508569150511e-14,507
18,0,0,1.856707373944361e-06,1.45067132817169e-14,544
19,0,0,2.127392729242573e-06,1.730438626448639e-14,581
20,0,0,2.791134824205183e-06,2.239642828600117e-14,716
21,0,0,3.34402676465125e-06,2.717702520038342e-14,841
22,0,0,4.174023985893065e-06,3.465249792897716e-14,976
23,0,0,5.003177358212693e-06,4.167508305140694e-14,1127
24,0,0,6.256522706135312e-06,5.061781348540839e-14,1377
25,0,0,7.741897782155636e-06,6.238521736572157e-14,1691
26,0,0,9.701076064418828e-06,7.937628278250357e-14,2022
27,0,0,1.18585486308425e-05,9.580967224404194e-14,2451
28,0,0,1.554942401218773e-05,1.312922942539018e-13,3081
29,0,0,1.932176108341053e-05,1.599299965490624e-13,3768
30,0,0,2.394817120383718e-05,2.00592562838757e-13,4639
31,0,0,2.973334377705682e-05,2.43209906451412e-13,5785
32,0,0,3.57673795977532e-05,2.956410101401775e-13,6934
33,0,0,4.407924432873026e-05,3.558863276742484e-13,8677
34,0,0,5.429863544945921e-05,4.416878206939731e-13,10518
35,0,0,6.42103190788092e-05,5.109452672089589e-13,12682
36,0,0,7.967577862115197e-05,6.475935163913429e-13,15442
37,0,0,9.521869343167755e-05,7.554386820632111e-13,18612
38,0,0,0.0001133855778420471,9.044444733972306e-13,22344
39,0,0,0.0001355237895759199,1.074328701787734e-12,26742
40,0,0,0.0001621198871039843,1.265856675677522e-12,32177
41,0,0,0.0001902104616040111,1.471724284812886e-12,37864
42,0,0,0.000223060339013683,1.721866780904103e-12,44573
43,0,0,0.0002626131294365599,2.027232458573762e-12,52245
