# mesh name: latMid2D
# primitive scorer name: latMidDose
# iX, iY, iZ, total(value) [Gy], total(val^2), entry
108,0,0,4.001011207750163e-06,3.130168264264064e-14,804
109,0,0,4.158547566444014e-06,3.376146390791607e-14,860
110,0,0,4.409750734134856e-06,3.357597349845389e-14,895
111,0,0,5.027826037083942e-06,4.036814956067101e-14,975
112,0,0,4.905786402476993e-06,3.724044470337636e-14,996
113,0,0,5.367176049494247e-06,4.177010383512796e-14,1078
114,0,0,5.46998235843777e-06,4.291712480069762e-14,1124
115,0,0,5.387116426503391e-06,4.083834314578768e-14,1089
116,0,0,5.756270686395624e-06,4.486546087543185e-14,1129
117,0,0,6.311858889875926e-06,4.875444708908141e-14,1274
118,0,0,7.150242300902145e-06,5.502859474416114e-14,1422
119,0,0,7.189464028940459e-06,5.807978021621322e-14,1409
120,0,0,7.775992146576046e-06,5.928350007330463e-14,1495
121,0,0,7.931212447561338e-06,6.177855004203405e-14,1578
122,0,0,8.270881136852395e-06,6.529151357883914e-14,1650
123,0,0,9.023342303290242e-06,7.006175639979753e-14,1790
124,0,0,9.379967590940575e-06,7.351081909672872e-14,1818
125,0,0,9.999306033164524e-06,8.265598077614852e-14,1931
126,0,0,1.050866129004804e-05,8.036878827732298e-14,2076
127,0,0,1.1025671029012e-05,8.349993803139053e-14,2195
128,0,0,1.145039085150633e-05,8.930778686791399e-14,2264
129,0,0,1.262615171994127e-05,1.034330728195782e-13,2409
130,0,0,1.305475351384135e-05,1.039190886726895e-13,2566
131,0,0,1.400980833326463e-05,1.107217896425452e-13,2719
132,0,0,1.480512943587236e-05,1.155799461459852e-13,2912
133,0,0,1.579757020736721e-05,1.195408102289875e-13,3133
134,0,0,1.665167953857173e-05,1.258778589345239e-13,3295
135,0,0,1.807722402942547e-05,1.393012714647758e-13,3554
136,0,0,1.904535424086634e-05,1.457954142663883e-13,3755
137,0,0,2.030161061568948e-05,1.600565682257945e-13,3974
138,0,0,2.093753746661016e-05,1.619116296353732e-13,4120
139,0,0,2.315105538219778e-05,1.787978017542809e-13,4548
140,0,0,2.339205727007977e-05,1.775830115749836e-13,4679
141,0,0,2.59376471481865e-05,2.013946936627824e-13,5024
142,0,0,2.623397905269413e-05,2.017524853485551e-13,5156
143,0,0,2.800742342917745e-05,2.109210868178123e-13,5583
144,0,0,2.941704110198802e-05,2.237741069818721e-13,5809
145,0,0,3.116606098423091e-05,2.393899342918306e-13,6097
146,0,0,3.124454014622946e-05,2.37863875623774e-13,6204
147,0,0,3.34754090224123e-05,2.542865749116902e-13,6570
148,0,0,3.354699435678508e-05,2.5141934803509e-13,6748
149,0,0,3.493331914874654e-05,2.670782535744004e-13,6935
